lat,lon,genus,species,dbh,dbh_min,dbh_max,year_min,year_max,crown,crown_min,crown_max,height,height_min,height_max,common,location,ref,maintenance,maturity,planted,updated,health,variety,description,family,ule_min,ule_max,address
-38.338135,143.576192,Agonis,Flexuosa,1,,,,,,,,5,,,Weeping Willow Myrtle,street,9482,,mature,1985-01-01,,,,,,,,335 Murray ST COLAC VIC 3250
-38.337467,143.569453,Hakea,Salicifolia,0.3,,,,,,,,3,,,Willow Hakea,street,9485,,semi-mature,1985-01-01,,,,,,,,2/468 Murray ST COLAC VIC 3250
-38.338015,143.575613,Agonis,Flexuosa,1,,,,,,,,5,,,Weeping Willow Myrtle,street,9488,,mature,1985-01-01,,,,,,,,341 Murray ST COLAC VIC 3250
-38.336702,143.570156,Agonis,Flexuosa,0.3,,,,,,,,4,,,Weeping Willow Myrtle,street,9491,,semi-mature,1985-01-01,,,,,,,,391 Murray ST COLAC VIC 3250//McAdam Cres side - 3 trees
-38.340644,143.58288,Lophostermon,Confertus,0.4,,,,,,,,3,,,Queensland Box Brush,street,9494,,semi-mature,1985-01-01,,,,,,,,224-236 Murray ST COLAC VIC 3250//Parkers H/Ware Connor St//2 trees
-38.338073,143.575991,Agonis,Flexuosa,1,,,,,,,,5,,,Weeping Willow Myrtle,street,9502,,mature,1985-01-01,,,,,,,,337 Murray ST COLAC VIC 3250
-38.337786,143.574326,Agonis,Flexuosa,1,,,,,,,,5,,,Weeping Willow Myrtle,street,9505,,mature,1985-01-01,,,,,,,,353 Murray ST COLAC VIC 3250
-38.337862,143.574798,Agonis,Flexuosa,1,,,,,,,,5,,,Weeping Willow Myrtle,street,9508,,mature,1985-01-01,,,,,,,,347 Murray ST COLAC VIC 3250
-38.337556,143.573222,Agonis,Flexuosa,1,,,,,,,,5,,,Weeping Willow Myrtle,street,9511,,mature,1985-01-01,,,,,,,,367 Murray ST COLAC VIC 3250
-38.339069,143.592224,Lophostermon,Confertus,0.3,,,,,,,,8,,,Queensland Box Brush,street,9514,,semi-mature,1988-01-01,,,,,,,,1 Murray ST COLAC VIC 3250//QUEEN ST//THREE TREE
-38.338361,143.576403,Agonis,Flexuosa,1.2,,,,,,,,8,,,Weeping Willow Myrtle,street,9522,,mature,1988-01-01,,,,,,,,392 Murray ST COLAC VIC 3250
-38.338275,143.57593,Agonis,Flexuosa,1.2,,,,,,,,8,,,Weeping Willow Myrtle,street,9525,,mature,1988-01-01,,,,,,,,398 Murray ST COLAC VIC 3250
-38.339151,143.584511,Lophostermon,Confertus,1,,,,,,,,10,,,Queensland Box Brush,street,9528,,mature,1988-01-01,,,,,,,,185-189 Murray ST COLAC VIC 3250//CORANGAMITE ST - FRONT AUSTRAL
-38.340274,143.584533,Lophostermon,Confertus,0.3,,,,,,,,5,,,Queensland Box Brush,street,9531,,semi-mature,1970-01-01,,,,,,,,4/186-190 Murray ST COLAC VIC 3250//Cafe nu Deli//Corangamite Street side
-38.337807,143.576627,Fraxinus,Oxycarpa,1,,,,,,,,7,,,Desert Ash,street,9534,,mature,1988-01-01,,,,,,,,333 Murray ST COLAC VIC 3250//ARMSTRONG ST//THREE TREES
-38.337864,143.576835,Pittosporum,Undulatum,0.8,,,,,,,,4,,,Victorian Box,street,9542,,semi-mature,1988-01-01,,,,,,,,343 Murray ST COLAC VIC 3250//ARMSTRONG ST//TWO TREES
-38.337333,143.5712,Fraxinus,Excelsior,2,,,,,,,,15,,,Golden Ash,street,9545,,mature,1975-01-01,,,,,,,,450 Murray ST COLAC VIC 3250//2 trees
-38.337238,143.570649,Fraxinus,Excelsior,1.2,,,,,,,,5,,,Golden Ash,street,9548,,mature,1975-01-01,,,,,,,,454 Murray ST COLAC VIC 3250
-38.337356,143.571312,Fraxinus,Excelsior,1.5,,,,,,,,12,,,Golden Ash,street,9551,,mature,1975-01-01,,,,,,,,448 Murray ST COLAC VIC 3250
-38.337058,143.569861,Fraxinus,Excelsior,1.2,,,,,,,,10,,,Golden Ash,street,9554,,mature,1975-01-01,,,,,,,,462 Murray ST COLAC VIC 3250//3 trees
-38.339343,143.592221,Lophostermon,Confertus,0.3,,,,,,,,7,,,Queensland Box Brush,street,9557,,semi-mature,1988-01-01,,,,,,,,1 Murray ST COLAC VIC 3250//THREE TREE
-38.33797,143.574288,Agonis,Flexuosa,1.6,,,,,,,,10,,,Weeping Willow Myrtle,street,9565,,mature,1988-01-01,,,,,,,,416 Murray ST COLAC VIC 3250
-38.337801,143.573449,Agonis,Flexuosa,1,,,,,,,,5,,,Weeping Willow Myrtle,street,9568,,mature,1988-01-01,,,,,,,,1/426 Murray ST COLAC VIC 3250
-38.337616,143.572456,Agonis,Flexuosa,2,,,,,,,,10,,,Weeping Willow Myrtle,street,9571,,mature,1985-01-01,,,,,,,,436 Murray ST COLAC VIC 3250
-38.337716,143.573075,Agonis,Flexuosa,1.8,,,,,,,,6,,,Weeping Willow Myrtle,street,9574,,mature,1988-01-01,,,,,,,,430 Murray ST COLAC VIC 3250
-38.337093,143.600976,Prunus,Cerasifera,0.6,,,,,,,,3,,,Cherry Plum,street,9585,,semi-mature,1985-01-01,,,,,,,,82 Murray St E COLAC VIC 3250//Pell Crt//2 trees
-38.338079,143.596224,Agonis,Flexuosa,0.4,,,,,,,,4,,,Weeping Willow Myrtle,street,9588,,semi-mature,1985-01-01,,,,,,,,35-39 Murray St E COLAC VIC 3250
-38.337427,143.599254,Agonis,Flexuosa,0.3,,,,,,,,4,,,Weeping Willow Myrtle,street,9591,,semi-mature,1985-01-01,,,,,,,,68 Murray St E COLAC VIC 3250
-38.33758,143.598232,Agonis,Flexuosa,0.4,,,,,,,,4,,,Weeping Willow Myrtle,street,9594,,mature,1975-01-01,,,,,,,,53-65 Murray St E COLAC VIC 3250//4 trees
-38.337576,143.600011,Agonis,Juniperana,0.3,,,,,,,,4,,,Juniperana Agonis,street,9597,,semi-mature,1985-01-01,,,,,,,,74 Murray St E COLAC VIC 3250//Church St//2 trees
-38.335843,143.603252,Agonis,Flexuosa,1,,,,,,,,10,,,Weeping Willow Myrtle,street,9608,,mature,1975-01-01,,,,,,,,105 Murray St E COLAC VIC 3250//Bruce Street//3 trees
-38.336947,143.599589,Melaleuca,Linarifolia,0.2,,,,,,,,2,,,Snow in Summer,street,9611,,young,1995-01-01,,,,,,,,73 Murray St E COLAC VIC 3250//Church St//3 trees
-38.337338,143.599086,Agonis,Flexuosa,0.6,,,,,,,,4,,,Weeping Willow Myrtle,street,9617,,mature,1975-01-01,,,,,,,,67 Murray St E COLAC VIC 3250
-38.336438,143.602913,Agonis,Flexuosa,1,,,,,,,,5,,,Weeping Willow Myrtle,street,9625,,mature,1975-01-01,,,,,,,,98 Murray St E COLAC VIC 3250
-38.336491,143.602183,Agonis,Flexuosa,0.8,,,,,,,,4,,,Weeping Willow Myrtle,street,9628,,mature,1975-01-01,,,,,,,,93 Murray St E COLAC VIC 3250
-38.336659,143.601548,Agonis,Flexuosa,1,,,,,,,,4,,,Weeping Willow Myrtle,street,9631,,mature,1975-01-01,,,,,,,,87 Murray St E COLAC VIC 3250//2 trees
-38.33656,143.60193,Agonis,Flexuosa,0.8,,,,,,,,4,,,Weeping Willow Myrtle,street,9634,,semi-mature,1985-01-01,,,,,,,,91 Murray St E COLAC VIC 3250
-38.342248,143.573854,Callistemon,Viminalis,0.15,,,,,,,,2,,,Weeping Bottle Brush,street,9637,,young,1995-01-01,,,,,,,,11 Nelson ST COLAC VIC 3250
-38.342423,143.574307,Callistemon,Viminalis,0.2,,,,,,,,2,,,Weeping Bottle Brush,street,9640,,young,1995-01-01,,,,,,,,8 Nelson ST COLAC VIC 3250
-38.342153,143.572939,Callistemon,Viminalis,0.2,,,,,,,,1,,,Weeping Bottle Brush,street,9648,,young,1995-01-01,,,,,,,,19 Nelson ST COLAC VIC 3250
-38.342065,143.57133,Callistemon,Viminalis,0.3,,,,,,,,3,,,Weeping Bottle Brush,street,9651,,semi-mature,1990-01-01,,,,,,,,36 Nelson ST COLAC VIC 3250
-38.342307,143.573396,Melaleuca,Linarifolia,0.3,,,,,,,,4,,,Snow in Summer,street,9654,,semi-mature,1970-01-01,,,,,,,,16 Nelson ST COLAC VIC 3250
-38.339985,143.59659,Prunus,Blierana,0.3,,,,,,,,4,,,Double Pink Flowering Gum,street,9657,,semi-mature,1980-01-01,,,,,,,,10 Nicholas ST COLAC VIC 3250
-38.339422,143.596339,Prunus,Blierana,0.3,,,,,,,,4,,,Double Pink Flowering Gum,street,9660,,semi-mature,1980-01-01,,,,,,,,2 Nicholas ST COLAC VIC 3250//2 trees
-38.336302,143.570988,Eucalyptus,Leucoxylon,0.5,,,,,,,,5,,,Yellow Gum,street,9668,,mature,1965-01-01,,,,,,,,3 Parker AVE COLAC VIC 3250
-38.336419,143.571329,Agonis,Juniperana,0.5,,,,,,,,2,,,Juniperana Agonis,street,9671,,semi-mature,1965-01-01,,,,,,,,2 Parker AVE COLAC VIC 3250
-38.337369,143.60099,Prunus,Blierana,0.6,,,,,,,,4,,,Double Pink Flowering Gum,street,9674,,semi-mature,1975-01-01,,,,,,,,1 Pell CT COLAC VIC 3250//2 trees
-38.337428,143.601012,Prunus,Blierana,0.4,,,,,,,,4,,,Double Pink Flowering Gum,street,9677,,semi-mature,1975-01-01,,,,,,,,1 Pell CT COLAC VIC 3250//2 trees
-38.337789,143.601337,Citrus,Limon,0.4,,,,,,,,2,,,Lemon Tree,street,9680,,semi-mature,1975-01-01,,,,,,,,8 Pell CT COLAC VIC 3250
-38.33564,143.600456,Prunus,Blierana,0.3,,,,,,,,4,,,Double Pink Flowering Gum,street,9688,,semi-mature,1985-01-01,,,,,,,,7 Pitt ST COLAC VIC 3250
-38.335383,143.600479,Prunus,Blierana,0.4,,,,,,,,4,,,Double Pink Flowering Gum,street,9691,,mature,1985-01-01,,,,,,,,6 Pitt ST COLAC VIC 3250
-38.33519,143.600759,Callistemon,Citrinus,0.1,,,,,,,,1,,,Scarlett Bottlebrush,street,9694,,young,2004-01-01,,,,,,,,6 Pitt ST COLAC VIC 3250//Troy St//2 trees
-38.335503,143.602338,Callistemon,Citrinus,0.1,,,,,,,,1,,,Scarlett Bottlebrush,street,9697,,young,1995-01-01,,,,,,,,24 Pitt ST COLAC VIC 3250
-38.335573,143.602428,Callistemon,Citrinus,0.1,,,,,,,,1,,,Scarlett Bottlebrush,street,9700,,young,1995-01-01,,,,,,,,33 Pitt ST COLAC VIC 3250
-38.336038,143.593413,Lophostermon,Confertus,0.6,,,,,,,,4,,,Queensland Box Brush,street,9714,,semi-mature,1985-01-01,,,,,,,,60 Pollack ST COLAC VIC 3250
-38.335623,143.592084,Corymbia,Ficifolia,0.4,,,,,,,,4,,,Red Flowering Gum,street,9717,,semi-mature,1985-01-01,,,,,,,,59 Pollack ST COLAC VIC 3250//TWO TREES
-38.335894,143.584324,Plantanus,Orientalis,1.2,,,,,,,,12,,,Plane Tree,street,9720,,mature,1975-01-01,,,,,,,,19 Pollack ST COLAC VIC 3250//CORANGAMITE ST//TWO TREES
-38.336127,143.591063,Metrosideros,Excelsa,0.3,,,,,,,,1,,,New Zealand Christmas Bush,street,9731,,semi-mature,1985-01-01,,,,,,,,52 Pollack ST COLAC VIC 3250
-38.336147,143.590532,Lophostermon,Confertus,0.2,,,,,,,,2,,,Queensland Box Brush,street,9734,,mature,1985-01-01,,,,,,,,46 Pollack ST COLAC VIC 3250//TWO TREES
-38.336216,143.588602,Lophostermon,Confertus,0.5,,,,,,,,4,,,Queensland Box Brush,street,9737,,semi-mature,1985-01-01,,,,,,,,38 Pollack ST COLAC VIC 3250
-38.336103,143.586036,Metrosideros,Excelsa,0.4,,,,,,,,2,,,Queensland Christmas Bush,street,9740,,semi-mature,1985-01-01,,,,,,,,29 Pollack ST COLAC VIC 3250//TWO TREES
-38.336122,143.584635,Leptospermum,Petersonii,0.6,,,,,,,,5,,,Lemon Scented Tea-Tree,street,9743,,mature,1975-01-01,,,,,,,,19 Pollack ST COLAC VIC 3250//CORANGAMITE ST//TWO TREES
-38.336367,143.583047,Metrosideros,Excelsa,0.3,,,,,,,,1,,,New Zealand Christmas Bush,street,9751,,semi-mature,1985-01-01,,,,,,,,8 Pollack ST COLAC VIC 3250
-38.336175,143.583546,Metrosideros,Excelsa,0.3,,,,,,,,1,,,New Zealand Christmas Bush,street,9754,,semi-mature,1985-01-01,,,,,,,,13 Pollack ST COLAC VIC 3250
-38.336297,143.585714,Metrosideros,Excelsa,0.2,,,,,,,,1,,,New Zealand Christmas Bush,street,9757,,mature,1985-01-01,,,,,,,,24 Pollack ST COLAC VIC 3250
-38.336102,143.585365,Callistemon,Citrinus,0.6,,,,,,,,4,,,Scarlet Bottle brush,street,9760,,mature,1975-01-01,,,,,,,,25 Pollack ST COLAC VIC 3250//THREE TREES - OWNER PLANTED THIS TREE
-38.336295,143.585489,Lophostermon,Confertus,0.8,,,,,,,,8,,,Queensland Box Brush,street,9763,,over-mature,1975-01-01,,,,,,,,22 Pollack ST COLAC VIC 3250
-38.339513,143.597641,Callistemon,Salingus,0.2,,,,,,,,2,,,White Bottle Brush,street,9774,,semi-mature,1995-01-01,,,,,,,,34 Polwarth ST COLAC VIC 3250
-38.336248,143.59611,Eucalyptus,Leucoxylon,0.8,,,,,,,,8,,,Yellow Gum,street,9777,,semi-mature,1980-01-01,,,,,,,,1 Polwarth ST COLAC VIC 3250
-38.337013,143.596438,Corymbia,Ficifolia,0.6,,,,,,,,6,,,Red Flowering Gum,street,9780,,mature,1980-01-01,,,,,,,,9 Polwarth ST COLAC VIC 3250
-38.352995,143.582878,Melaleuca,Nesophila,0.2,,,,,,,,2,,,Snowy Honey Myrtle,street,9786,,semi-mature,1990-01-01,,,,,,,,157 Pound RD COLAC VIC 3250
-38.351787,143.578969,Melaleuca,Linarifolia,0.2,,,,,,,,3,,,Snow in Summer,street,9803,,semi-mature,1975-01-01,,,,,,,,189-243 Pound RD COLAC VIC 3250//Hart St - Trinity College
-38.351308,143.57906,Melaleuca,Stypheliodes,0.2,,,,,,,,1,,,Prickly Paperback,street,9806,,semi-mature,1975-01-01,,,,,,,,189-243 Pound RD COLAC VIC 3250//Hart St - Trinity College
-38.34923,143.579447,Melaleuca,Linarifolia,0.3,,,,,,,,4,,,Snow in Summer,street,9814,,semi-mature,1980-01-01,,,,,,,,189-243 Pound RD COLAC VIC 3250//Hart St - Trinity College
-38.352575,143.581176,Quercus,Robur,0.1,,,,,,,,2,,,English Oak,street,9817,,semi-mature,1990-01-01,,,,,,,,175 Pound RD COLAC VIC 3250//Campbell St
-38.333199,143.594952,Prunus,Serrulata,0.1,,,,,,,,2,,,Mr Fuji,street,9820,,semi-mature,1995-01-01,,,,,,,,28 Quamby AVE COLAC VIC 3250
-38.333448,143.596166,Prunus,Serrulata,0.4,,,,,,,,2,,,Mt Fuji,street,9823,,semi-mature,1990-01-01,,,,,,,,18 Quamby AVE COLAC VIC 3250
-38.33404,143.596715,Prunus,Serrulata,0.05,,,,,,,,1,,,Flowering Cherry,street,9826,,young,2000-01-01,,,,,,,,10 Quamby AVE COLAC VIC 3250
-38.334089,143.596605,Agonis,Flexuosa,1.5,,,,,,,,4,,,Weeping Willow Myrtle,street,9834,,semi-mature,1990-01-01,,,,,,,,9 Quamby AVE COLAC VIC 3250
-38.334718,143.596881,Agonis,Flexuosa,0.5,,,,,,,,5,,,Weeping Willow Myrtle,street,9837,,semi-mature,1980-01-01,,,,,,,,1 Quamby AVE COLAC VIC 3250
-38.333777,143.596475,Agonis,Flexuosa,1.5,,,,,,,,4,,,Weeping Willow Myrtle,street,9840,,semi-mature,1990-01-01,,,,,,,,1/13 Quamby AVE COLAC VIC 3250
-38.333406,143.595435,Agonis,Flexuosa,1,,,,,,,,7,,,Weeping Willow Myrtle,street,9843,,semi-mature,1998-01-01,,,,,,,,21 Quamby AVE COLAC VIC 3250
-38.33333,143.595129,Callistemon,Viminalis,0.1,,,,,,,,2,,,Weeping Bottle Brush,street,9846,,semi-mature,1995-01-01,,,,,,,,25 Quamby AVE COLAC VIC 3250
-38.350276,143.591534,Agonis,Flexuosa,0.4,,,,,,,,8,,,Weeping Willow Myrtle,street,9854,,mature,1975-01-01,,,,,,,,168 Queen ST COLAC VIC 3250//Hearn St//2 Trees
-38.338277,143.591901,Prunus,Cerasifera,0.3,,,,,,,,3,,,Cherry Plum,street,9857,,semi-mature,1980-01-01,,,,,,,,41 Queen ST COLAC VIC 3250//Dennis St//2 trees
-38.33829,143.591758,Prunus,Cerasifera,0.3,,,,,,,,3,,,Cherry Plum,street,9860,,semi-mature,1980-01-01,,,,,,,,41 Queen ST COLAC VIC 3250//Dennis St//2 trees
-38.337112,143.591844,Fraxinus,Oxycarpa,,,,,,,,,,,,Desert Ash,street,9863,,mature,,,,,,,,,38 Queen ST COLAC VIC 3250//Manifold St
-38.336588,143.592114,Agonis,Flexuosa,0.4,,,,,,,,5,,,Weeping Willow Myrtle,street,9866,,mature,1975-01-01,,,,,,,,25 Queen ST COLAC VIC 3250
-38.336422,143.592105,Lophostermon,Confertus,0.4,,,,,,,,5,,,Queensland Box Brush,street,9869,,mature,1975-01-01,,,,,,,,23 Queen ST COLAC VIC 3250
-38.341537,143.592331,Lophostermon,Confertus,1,,,,,,,,10,,,Queensland Box Brush,street,9877,,mature,1975-01-01,,,,,,,,77 Queen ST COLAC VIC 3250
-38.348156,143.591684,Prunus,Cerasifera,0.6,,,,,,,,5,,,Cherry Plum,street,9880,,mature,1975-01-01,,,,,,,,144 Queen ST COLAC VIC 3250//Richard St
-38.337034,143.592376,Agonis,Flexuosa,0.4,,,,,,,,4,,,Weeping Willow Myrtle,street,9883,,semi-mature,1980-01-01,,,,,,,,36 Queen ST COLAC VIC 3250
-38.344983,143.591842,Melaleuca,Stypheliodes,1.2,,,,,,,,10,,,Prickly Paperback,street,9886,,mature,1975-01-01,,,,,,,,107 Queen ST COLAC VIC 3250
-38.345484,143.592396,Prunus,Cerasifera,0.3,,,,,,,,3,,,Cherry Plum,street,9889,,mature,1975-01-01,,,,,,,,114 Queen ST COLAC VIC 3250//Wilson St//2 trees
-38.337625,143.592399,Lophostermon,Confertus,0.8,,,,,,,,4,,,Queensland Box Brush,street,9900,,mature,1975-01-01,,,,,,,,42 Queen ST COLAC VIC 3250//VACANT BLOCK
-38.333653,143.591665,Plantanus,Orientalis,1.2,,,,,,,,12,,,Plane Tree,street,9903,,mature,1950-01-01,,,,,,,,1 Queen ST COLAC VIC 3250//FYANS ST
-38.334721,143.59248,Fraxinus,Oxycarpa,1,,,,,,,,8,,,Desert Ash,street,9906,,semi-mature,1980-01-01,,,,,,,,12 Queen ST COLAC VIC 3250//CALVERT STREET CNR
-38.33478,143.591566,Fraxinus,Oxycarpa,1.3,,,,,,,,7,,,Desert Ash,street,9909,,mature,1950-01-01,,,,,,,,9 Queen ST COLAC VIC 3250//CALVERT ST//TWO TREES
-38.337828,143.592425,Lophostermon,Confertus,0.8,,,,,,,,4,,,Queensland Box Brush,street,9917,,mature,1975-01-01,,,,,,,,44 Queen ST COLAC VIC 3250//COURT HOUSE
-38.336779,143.592373,Lophostermon,Confertus,0.4,,,,,,,,4,,,Queensland Box Brush,street,9920,,mature,1975-01-01,,,,,,,,32 Queen ST COLAC VIC 3250
-38.334069,143.592211,Corymbia,Ficifolia,0.3,,,,,,,,3,,,Red Flowering Gum,street,9923,,semi-mature,1980-01-01,,,,,,,,6 Queen ST COLAC VIC 3250
-38.335415,143.59231,Corymbia,Ficifolia,0.3,,,,,,,,4,,,Red Flowering Gum,street,9926,,semi-mature,1980-01-01,,,,,,,,18 Queen ST COLAC VIC 3250
-38.33504,143.592271,Corymbia,Ficifolia,0.3,,,,,,,,4,,,Red Flowering Gum,street,9929,,semi-mature,1980-01-01,,,,,,,,14 Queen ST COLAC VIC 3250
-38.350529,143.591022,Melaleuca,Stypheliodes,1.2,,,,,,,,5,,,Prickly Paperback,street,9940,,mature,1975-01-01,,,,,,,,170 Queen ST COLAC VIC 3250
-38.348682,143.591365,Melaleuca,Stypheliodes,1,,,,,,,,4,,,Prickly Paperback,street,9943,,mature,1975-01-01,,,,,,,,150 Queen ST COLAC VIC 3250
-38.347655,143.591386,Melaleuca,Stypheliodes,0.5,,,,,,,,4,,,Prickly Paperback,street,9946,,semi-mature,1975-01-01,,,,,,,,141 Queen ST COLAC VIC 3250
-38.346606,143.591595,Melaleuca,Stypheliodes,1,,,,,,,,10,,,Prickly Paperback,street,9949,,mature,1975-01-01,,,,,,,,127 Queen ST COLAC VIC 3250
-38.339844,143.592531,Lophostermon,Confertus,0.4,,,,,,,,4,,,Queensland Box Brush,street,9952,,mature,1975-01-01,,,,,,,,58 Queen ST COLAC VIC 3250//Colac VIC//4 trees
-38.349716,143.591029,,,1,,,,,,,,10,,,,street,9960,,mature,1975-01-01,,,,,,,,161 Queen ST COLAC VIC 3250
-38.351252,143.590887,Melaleuca,Stypheliodes,0.3,,,,,,,,3,,,Prickly Paperback,street,9966,,mature,1975-01-01,,,,,,,,178 Queen ST COLAC VIC 3250
-38.341464,143.592603,Lophostermon,Confertus,0.8,,,,,,,,5,,,Queensland Box Brush,street,9969,,mature,1975-01-01,,,,,,,,74 Queen ST COLAC VIC 3250
-38.34351,143.592385,Melaleuca,Stypheliodes,1.5,,,,,,,,4,,,Prickly Paperback,street,9972,,mature,1975-01-01,,,,,,,,94 Queen ST COLAC VIC 3250
-38.341316,143.592579,Lophostermon,Confertus,0.8,,,,,,,,5,,,Queensland Box Brush,street,9980,,mature,1975-01-01,,,,,,,,72 Queen ST COLAC VIC 3250
-38.340471,143.592561,Lophostermon,Confertus,0.4,,,,,,,,5,,,Queensland Box Brush,street,9983,,mature,1975-01-01,,,,,,,,64 Queen ST COLAC VIC 3250
-38.346033,143.591854,Melaleuca,Stypheliodes,1,,,,,,,,4,,,Prickly Paperback,street,9989,,mature,1975-01-01,,,,,,,,120 Queen ST COLAC VIC 3250
-38.34586,143.591906,Melaleuca,Stypheliodes,1,,,,,,,,4,,,Prickly Paperback,street,9992,,mature,1975-01-01,,,,,,,,118 Queen ST COLAC VIC 3250
-38.344781,143.592143,Melaleuca,Stypheliodes,1,,,,,,,,5,,,Prickly Paperback,street,10000,,mature,1975-01-01,,,,,,,,108 Queen ST COLAC VIC 3250
-38.346304,143.591635,Melaleuca,Stypheliodes,1.2,,,,,,,,10,,,Prickly Paperback,street,10003,,mature,1975-01-01,,,,,,,,123 Queen ST COLAC VIC 3250
-38.3421,143.589474,Agonis,Flexuosa,0.8,,,,,,,,4,,,Weeping Willow Myrtle,street,10009,,semi-mature,1980-01-01,,,,,,,,46 Rae ST COLAC VIC 3250
-38.342079,143.590034,Betula,Alba,0.3,,,,,,,,6,,,Silver Birch,street,10012,,young,1990-01-01,,,,,,,,50A Rae ST COLAC VIC 3250//CCDA to Reece Plumbing
-38.342119,143.588396,Fraxinus,Excelsior,1,,,,,,,,12,,,Golden Ash,street,10015,,semi-mature,1980-01-01,,,,,,,,36 Rae ST COLAC VIC 3250//2 trees
-38.342043,143.591434,Eucalyptus,Nichollii,0.3,,,,,,,,6,,,Willow Peppermint,street,10023,,mature,1980-01-01,,,,,,,,56 Rae ST COLAC VIC 3250//Between Queen St & CCDA
-38.342626,143.584677,Lophostermon,Confertus,0.1,,,,,,,,9,,,Queensland Box Brush,street,10026,,mature,1980-01-01,,,,,,,,2-6 Rae ST COLAC VIC 3250//Corangamite Street side//6 TREES
-38.342,143.591798,Eucalyptus,Nichollii,1.5,,,,,,,,12,,,Willow Peppermint,street,10029,,semi-mature,1975-01-01,,,,,,,,56 Rae ST COLAC VIC 3250//Between Queen St & CCDA
-38.343009,143.584714,Lophostermon,Confertus,0.9,,,,,,,,8,,,Queensland Box Brush,street,10032,,mature,1980-01-01,,,,,,,,2-6 Rae ST COLAC VIC 3250//Corangamite Street side//6 TREES
-38.342052,143.590732,Fraxinus,Excelsior,1.3,,,,,,,,15,,,Golden Ash,street,10035,,mature,1980-01-01,,,,,,,,56 Rae ST COLAC VIC 3250//Between Queen St & CCDA
-38.343809,143.581975,Pyrus,Ussuriensis,,,,,,,,,,,,Mancherian Pear,street,10043,,,,,,,,,,,5 Railway ST COLAC VIC 3250
-38.343782,143.581478,Pyrus,Ussuriensis,0.2,,,,,,,,4,,,Mancherian Pear,street,10046,,semi-mature,1985-01-01,,,,,,,,9 Railway ST COLAC VIC 3250
-38.347757,143.578484,Melaleuca,Stypheliodes,0.4,,,,,,,,6,,,Prickly Paperback,street,10063,,mature,1985-01-01,,,,,,,,21 Richmond ST COLAC VIC 3250
-38.347859,143.578478,Melaleuca,Linarifolia,1.2,,,,,,,,6,,,Snow in Summer,street,10066,,mature,1985-01-01,,,,,,,,23 Richmond ST COLAC VIC 3250
-38.346057,143.5788,Leptospermum,Petersonii,0.9,,,,,,,,7,,,Lemon Scented Tea-Tree,street,10069,,semi-mature,1975-01-01,,,,,,,,7-11 Richmond ST COLAC VIC 3250//Robertson St//3 trees
-38.346235,143.578868,Melaleuca,Stypheliodes,0.3,,,,,,,,4,,,Prickly Paperback,street,10072,,semi-mature,1975-01-01,,,,,,,,12 Richmond ST COLAC VIC 3250
-38.347651,143.578624,Melaleuca,Stypheliodes,0.8,,,,,,,,5,,,Prickly Paperback,street,10075,,mature,1985-01-01,,,,,,,,20 Richmond ST COLAC VIC 3250
-38.345127,143.577792,Leptospermum,Petersonii,0.05,,,,,,,,1,,,Lemon Scented Tea-Tree,street,10083,,young,2005-01-01,,,,,,,,18 Robertson ST COLAC VIC 3250
-38.346456,143.577483,Melaleuca,Linarifolia,1.2,,,,,,,,6,,,Snow in Summer,street,10089,,mature,1985-01-01,,,,,,,,23 Robertson ST COLAC VIC 3250
-38.333539,143.568871,Melaleuca,Linarifolia,0.3,,,,,,,,4,,,Snow in Summer,street,10095,,semi-mature,1970-01-01,,,,,,,,5 Ross ST COLAC VIC 3250
-38.334214,143.568903,Melaleuca,Stypheliodes,0.4,,,,,,,,4,,,Prickly Paperback,street,10098,,semi-mature,1970-01-01,,,,,,,,14 Ross ST COLAC VIC 3250
-38.333689,143.568999,Melaleuca,Stypheliodes,0.3,,,,,,,,6,,,Prickly Paperback,street,10109,,mature,1970-01-01,,,,,,,,8 Ross ST COLAC VIC 3250
-38.33634,143.568507,Melaleuca,Stypheliodes,0.3,,,,,,,,5,,,Prickly Paperback,street,10112,,semi-mature,1970-01-01,,,,,,,,1/34-38 Ross ST COLAC VIC 3250//2 TREES
-38.335644,143.568659,Melaleuca,Stypheliodes,0.3,,,,,,,,5,,,Prickly Paperback,street,10115,,semi-mature,1970-01-01,,,,,,,,30 Ross ST COLAC VIC 3250
-38.335154,143.568745,Melaleuca,Stypheliodes,0.2,,,,,,,,2,,,Prickly Paperback,street,10118,,semi-mature,1970-01-01,,,,,,,,24 Ross ST COLAC VIC 3250
-38.34321,143.577981,Lophostermon,Confertus,0.1,,,,,,,,3,,,Queensland Box Brush,street,10126,,young,1990-01-01,,,,,,,,43 Scott ST COLAC VIC 3250
-38.340063,143.57856,Lophostermon,Confertus,0.1,,,,,,,,3,,,Queensland Box Brush,street,10129,,semi-mature,1995-01-01,,,,,,,,15 Scott ST COLAC VIC 3250
-38.343071,143.578161,Callistemon,Pinifolius,0.3,,,,,,,,2,,,Pine-leafed Bottle Brush,street,10135,,young,1995-01-01,,,,,,,,42 Scott ST COLAC VIC 3250
-38.346549,143.592919,Prunus,Blierana,0.05,,,,,,,,1,,,Double Pink Flowering Gum,street,10149,,young,2004-01-01,,,,,,,,13 Selwood ST COLAC VIC 3250//2 trees
-38.347247,143.592658,Prunus,Cerasifera,0.3,,,,,,,,3,,,Cherry Plum,street,10152,,young,1975-01-01,,,,,,,,4 Selwood ST COLAC VIC 3250
